Program,Hubspot ID,Time Zone,Program Name,Current Cohort,Deposit Paid Date,Status,payment_status,Current Payment Status,Payment Mode,Call Status,Upfront/Non-Upfront payment,Original SSA
EdgeUp,443549351,America/Los_Angeles,EdgeUp 2026 Embedded Systems LevelUp Program (with Agentic AI Interview Prep),Embedded Systems Interview Prep - Early-June 2026,27-May-2026,DEPOSIT_PAID,has_dropped_out,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,Sharon
Step Up,190977927222,America/Chicago,Data Engineering Interview Prep Fast Track Program,Self-Paced Data Engineering FastTrack,27-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
Agentic SkillUp,300000170896,America/Los_Angeles,Applied Agentic AI Program for Data Engineers,Applied Agentic AI for SWEs - Mid-June 2026,27-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Onboarded,Upfront Payment,Nishtha
New ML,300000172755,America/Los_Angeles,Machine Learning Program (with Agentic AI),"Machine Learning Program - 2nd End-May 2026
",26-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Pragya
New ML,300000172998,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-July 2026,27-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Ajil
EdgeUp,300000175796,America/New_York,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),,27-May-2026,DEPOSIT_PAID,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Incomplete OB ,,Safoora
EdgeUp Step Up,300000175843,America/Chicago,EdgeUp Engineering Management StepUp Program (with Agentic AI),"Applied Agentic AI for EM's - Early-July 2026",27-May-2026,INVALID,INVALID,Invalid,CLIMBCREDIT,Invalid,Upfront Payment,Archi
Step Up,300000176268,America/Chicago,Fullstack Interview Prep Fast Track Program,Self-Paced Fullstack FastTrack,27-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
EdgeUp,9281351,America/New_York,EdgeUp 2026 AWS Cloud Solutions Architect LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,27-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Manish
Level Up,9292847,America/New_York,Backend Engineering Interview Prep Program,Backend Interview Prep - Early-June 2026,27-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anjali
EdgeUp Step Up,9295856,America/Los_Angeles,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,27-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Archi
EdgeUp Step Up,9301949,America/New_York,EdgeUp Test Engineering StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Mid-June 2026,27-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Archi
EdgeUp,9271239,America/Los_Angeles,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-July 2026,27-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,VM - 4 Attempts,Upfront Payment,Manish
Level Up,25855248412,America/Los_Angeles,Fullstack Engineering Interview Prep Program,Fullstack Interview Prep - Early-June 2026,27-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Arshia
FDE Full program,116008777604,America/Detroit,Forward Deployed Engineering Program,Applied Agentic AI for SWEs - 2nd Mid-June 2026,27-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Manish
EdgeUp Step Up,161112848957,America/Phoenix,EdgeUp 2026 Machine Learning StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,28-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Onboarded,Upfront Payment,Nishtha
EdgeUp,300000155061,America/Los_Angeles,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),TPM Interview Prep - Early-June 2026,28-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Manish
EdgeUp,300000160075,America/New_York,EdgeUp 2026 Product Manager (Tech) LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-June 2026,27-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Archi
Agentic SkillUp,300000163646,America/New_York,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Mid-June 2026,27-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Manish
Agentic SkillUp,300000175735,America/Chicago,Applied Agentic AI Program,,27-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Callback Requested,,Archi
EdgeUp,300000168733,America/Los_Angeles,EdgeUp 2026 Data Engineering LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,28-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded Via Calendly,Upfront Payment,Suraj
Agentic SkillUp,300000172495,America/Los_Angeles,Applied Agentic AI Program for PM/TPM,Applied Agentic AI for EM's - Early-June 2026,28-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Suraj
EdgeUp,300000176702,America/Chicago,EdgeUp Machine Learning LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - Mid-June 2026,28-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,,Ajil
Agentic SkillUp,300000176786,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Mid-June 2026,28-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Suraj
Step Up,92665401,America/Chicago,Product Management Interview Prep Fast Track Program,Self-Paced Product Management FastTrack,29-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Ajil
EdgeUp,9265472,America/Los_Angeles,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Engineering Management Interview Prep - Early-June 2026,29-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Sanjana
EdgeUp,425249251,America/New_York,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Engineering Management Interview Prep - Early-June 2026,29-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Ajil
Agentic SkillUp,8330421307,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Mid-June 2026,28-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sanjana
EdgeUp,47694377735,America/Boise,EdgeUp Technical Program Manager LevelUp Program (with Agentic AI),Applied Agentic AI - Early-July 2026,29-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sanjana
New ML,83525898047,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-July 2026,29-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,Disha
New ML,156296847651,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,29-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Anjali
Level Up,300000167953,America/New_York,Backend Engineering Interview Prep Program,Backend Interview Prep - Early-June 2026,29-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Anjali
Agentic SkillUp,300000177033,America/Los_Angeles,Applied Agentic AI Program for EM,Applied Agentic AI for EM's - Early-June 2026,29-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Sanjana
Agentic SkillUp,64918314420,America/New_York,Applied Agentic AI Program,Applied Agentic AI for EM's - Early-July 2026,29-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,VM - 4 Attempts,Upfront Payment,Safoora
EdgeUp Step Up,14388001,America/Los_Angeles,EdgeUp Test Engineering StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Mid-June 2026,30-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Suraj
EdgeUp,205962753933,America/New_York,EdgeUp 2026 Test Engineering LevelUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - 2nd Mid-June 2026
",29-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Safoora
EdgeUp Step Up,300000156639,America/New_York,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for EM's - Early-June 2026
",29-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Safoora
New ML,300000175763,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-July 2026,30-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Samarth
EdgeUp,300000176414,America/New_York,EdgeUp 2026 Data Analyst & Business Analyst LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,30-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Samarth
EdgeUp Step Up,300000176891,America/New_York,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-August 2026,29-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Ajil
EdgeUp Step Up,300000177407,America/New_York,EdgeUp Fullstack StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Mid-June 2026,29-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Callback Requested,Upfront Payment,Disha
EdgeUp,558277351,America/Los_Angeles,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),Applied Agentic AI for EM's - Early-June 2026,31-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Sharon
New ML,150048825726,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,30-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Samarth
EdgeUp Step Up,206234883994,America/Chicago,EdgeUp 2026 Data Engineering StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Mid-June 2026",30-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
Step Up,300000172366,America/Indiana/Indianapolis,Data Engineering Interview Prep Fast Track Program,Self-Paced Data Engineering FastTrack,31-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Callback Requested,Upfront Payment,Anjali
EdgeUp,9282930,America/Los_Angeles,EdgeUp 2026 Test Engineering LevelUp Program (with Agentic AI Interview Prep),Test Engineering DSA Interview Prep - Early-June 2026,31-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Onboarded,Upfront Payment,Sanjana
EdgeUp Step Up,9272994,America/Los_Angeles,EdgeUp Product Manager (Tech) StepUp Program (with Agentic AI),Applied Agentic AI - Early-June 2026,31-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Kamal
EdgeUp,9310101,America/New_York,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,1-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Onboarded,Upfront Payment,Safoora
Fast Track ML,9605255,America/Los_Angeles,Fast Track Machine Learning Program,Fast Track Machine Learning Program,1-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Onboarded,Upfront Payment,Sanjana
EdgeUp,9630781,America/Chicago,EdgeUp 2026 Data Science LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-August 2026,1-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sharon
EdgeUp,63672401,America/Chicago,EdgeUp Machine Learning LevelUp Program (with Agentic AI),Machine Learning Interview Prep - Mid-June 2026,31-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Callback Requested,Upfront Payment,Samarth
EdgeUp Step Up,80699251,America/Denver,EdgeUp 2026 Product Manager (Tech) StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-June 2026,31-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Callback Requested,Upfront Payment,Nishtha
EdgeUp Step Up,163906801,America/New_York,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI for EM's - Early-July 2026,31-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Onboarded,Upfront Payment,Samarth
New ML,549128801,America/Los_Angeles,Machine Learning Program (With Agentic AI),Machine Learning Program - 2nd Mid-July 2026,31-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,,VM/VM Not Setup,Upfront Payment,Sanjana
Agentic SkillUp,44348243093,America/Los_Angeles,AI Engineering,Applied Agentic AI for SWEs - 2nd Mid-June 2026,1-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Onboarded,Upfront Payment,Nishtha
EdgeUp,45498912945,America/Los_Angeles,EdgeUp Backend LevelUp Program (with Agentic AI),Backend Interview Prep - Early-June 2026,31-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Kamal
Level Up,9305184,America/Chicago,Backend Engineering Interview Prep Program,Backend Interview Prep - Early-June 2026,1-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Manish
EdgeUp Step Up,127972471355,America/New_York,EdgeUp 2026 Data Engineering StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,31-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Onboarded,Upfront Payment,Samarth
EdgeUp,300000165198,America/Los_Angeles,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Backend Interview Prep - Early-June 2026,31-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sharon
FDE Full program,300000166888,America/Chicago,Forward Deployed Engineering Program,Applied Agentic AI for SWEs - 2nd Mid-June 2026,31-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Onboarded,Upfront Payment,Safoora
EdgeUp Step Up,300000170954,America/Los_Angeles,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-August 2026,31-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Callback Requested,Upfront Payment,Nishtha
EdgeUp Step Up,300000173224,America/Los_Angeles,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-June 2026,31-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,,Onboarded,Flexipay,Sanjana
Step Up,300000176131,America/New_York,Machine Learning Interview Prep Fast Track Program,Self-Paced Machine Learning FastTrack,1-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
EdgeUp Step Up,300000176800,America/Chicago,EdgeUp Fullstack StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-June 2026,31-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Manish
New ML,300000176882,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - Updated Template 2026 Only To Clone,1-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
EdgeUp,300000177049,America/Los_Angeles,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,31-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Sharon
EdgeUp,555783751,America/Phoenix,EdgeUp 2026 Data Engineering LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,2-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sanjana
Step Up,213688895065,America/Los_Angeles,Backend Interview Prep Fast Track Program,Self-Paced Backend FastTrack,2-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Pragya
EdgeUp,300000167512,America/Los_Angeles,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Fullstack Interview Prep - Early-June 2026,2-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Kamal
Advanced ML,300000175744,America/Chicago,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - 2nd Mid-August 2026,2-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Ajil
Step Up,300000176948,America/New_York,Fullstack Interview Prep Fast Track Program,,2-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,,CLIMBCREDIT,Incomplete OB ,Upfront Payment,Anjali
EdgeUp Step Up,300000178103,America/Los_Angeles,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI for EM's - Early-July 2026,2-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Samarth
Step Up,300000179218,America/Los_Angeles,Data Engineering Interview Prep Fast Track Program,Self-Paced Data Engineering FastTrack,2-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Anjali
Advanced ML,300000173541,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,2-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Ajil
EdgeUp Step Up,300000181095,America/New_York,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Mid-June 2026",2-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Ajil
EdgeUp,14237861,America/Los_Angeles,EdgeUp 2026 Embedded Systems LevelUp Program (with Agentic AI Interview Prep),"Embedded Systems Interview Prep - Early-June 2026
",3-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,Pragya
EdgeUp Step Up,42476701,America/New_York,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-June 2026,3-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Ajil
Level Up,190826352211,America/New_York,Data Science Interview Prep Program,Data Science Interview Prep - Mid-June 2026,3-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,RAZORPAY_MANUAL_PAYMENT,Onboarded,Upfront Payment,Disha
New ML,203316518190,America/Chicago,Machine Learning Program (with Agentic AI),"Machine Learning Program - 2nd Mid-July 2026",3-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Callback Requested,Upfront Payment,Pragya
EdgeUp,300000181132,America/New_York,EdgeUp Data Analyst & Business Analyst LevelUp Program (with Agentic AI),Data Analyst & Business Analyst Interview Prep - Early-June 2026,3-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,,STRIPE_CARD,Onboarded,Upfront Payment,Anjali
FDE Full program,9596980,America/Chicago,Forward Deployed Engineering Program,Applied Agentic AI for SWEs - 2nd Mid-June 2026,4-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Kamal
Agentic SkillUp,9639401,America/New_York,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Early-July 2026,4-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Ajil
FDE Full program,395595501,America/Chicago,Forward Deployed Engineering Program,"Applied Agentic AI for SWEs - 2nd Mid-June 2026
",4-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Callback Requested,Upfront Payment,Pragya
Step Up,300000173261,America/Chicago,Technical Program Manager Interview Prep Fast Track Program,	Self-Paced TPM FastTrack,4-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Incomplete OB ,Upfront Payment,Anjali
EdgeUp,300000179033,America/Los_Angeles,EdgeUp Fullstack LevelUp Program (with Agentic AI),"Fullstack Interview Prep - Mid-June 2026
",4-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Pragya
EdgeUp Step Up,300000179264,America/New_York,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,4-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Callback Requested,Upfront Payment,Disha
New ML,9295160,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-July 2026,5-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Callback Requested,Upfront Payment,Kamal
EdgeUp,137373951,US/Pacific,EdgeUp 2026 Product Manager (Tech) LevelUp Program (with Agentic AI Interview Prep),"Applied Agentic AI - 2nd Mid-June 2026",5-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,PAYPAL,VM/VM Not Setup,Upfront Payment,Pragya
Agentic SkillUp,429538801,America/New_York,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd Mid-June 2026,5-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Onboarded,Upfront Payment,Ajil
EdgeUp Step Up,456595451,America/Los_Angeles,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,5-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Sanjana
EdgeUp,582018401,America/Detroit,EdgeUp 2026 Embedded Systems LevelUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Mid-June 2026
",5-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Safoora
EdgeUp,9290347,America/New_York,EdgeUp Data Engineering LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - Mid-June 2026,5-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Safoora
Agentic SkillUp,153631317149,America/Chicago,Applied Agentic AI Program,"Applied Agentic AI - 2nd Mid-June 2026",5-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM/VM Not Setup,Upfront Payment,Pragya
EdgeUp,161797741345,America/New_York,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Early-June 2026",5-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM/VM Not Setup,Upfront Payment,Pragya
New ML,171950500980,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,5-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM/VM Not Setup,Upfront Payment,Suraj
New ML,196677026988,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-July 2026,4-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM/VM Not Setup,Upfront Payment,Kamal
Fast Track ML,214628029558,America/New_York,Fast Track Machine Learning Program,Fast Track Machine Learning Program,5-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Callback Requested,,Ajil
EdgeUp,214789433712,America/New_York,EdgeUp 2026 Product Manager (Tech) LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-June 2026,5-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Callback Requested,Upfront Payment,Samarth
Step Up,300000175791,America/Los_Angeles,Early Engineering Fast Track Program,Self-Paced Early Engineering FastTrack,5-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM/VM Not Setup,Upfront Payment,Sanjana
FDE Full program,300000180027,America/New_York,Forward Deployed Engineering Program,Applied Agentic AI for SWEs - 2nd Mid-June 2026,5-Jun-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Onboarded,Upfront Payment,Ajil
EdgeUp,300000181203,America/New_York,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-June 2026,5-Jun-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM/VM Not Setup,Upfront Payment,Samarth
