Program,Hubspot ID,Time Zone,Program Name,Current Cohort,Deposit Paid Date,Status,payment_status,Current Payment Status,Payment Mode,Call Status,Upfront/Non-Upfront payment,Original SSA
Step Up,115557738149,America/Denver,Technical Program Manager Interview Prep Fast Track Program,Self-Paced TPM FastTrack,18-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Samarth
New ML,211616807486,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,18-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anjali
EdgeUp Step Up,300000165629,America/Chicago,EdgeUp 2026 Data Engineering StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,18-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
EdgeUp,9303077,America/New_York,EdgeUp Data Engineering LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - Mid-June 2026,18-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded Via Calendly,Upfront Payment,Safoora
EdgeUp Step Up,482493401,America/New_York,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for EM's - Early-June 2026
",19-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Zeeshan
New ML,143844530101,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,19-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Samarth
EdgeUp Step Up,9592934,America/New_York,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI for EM's - 2nd Mid-May 2026,19-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Safoora
EdgeUp Step Up,526219851,America/Chicago,EdgeUp 2026 AWS Cloud Solutions Architect StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-June 2026,19-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,Flexipay,Onboarded,Non-Upfront Payment,Sudhanshu
New ML,544924551,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,19-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Ajil
EdgeUp,83778852635,America/Los_Angeles,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Backend Interview Prep - 2nd End-May 2026,19-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anwesh
EdgeUp Step Up,106740671750,America/Toronto,EdgeUp 2026 Android StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Early-June 2026
",19-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Zeeshan
Step Up,162992307775,America/Los_Angeles,Product Management Interview Prep Fast Track Program,Self-Paced Product Management FastTrack,19-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Kamal
New ML,165021757445,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,19-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Disha
EdgeUp,204264689993,America/Los_Angeles,EdgeUp 2026 Site Reliability Engineering & DevOps LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,19-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sharon
EdgeUp Step Up,208696905986,America/Detroit,EdgeUp Data Engineering StepUp Program (with Agentic AI),EdgeUp StepUp Cohort,19-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,,Onboarded,Upfront Payment,Safoora
Step Up,212148699440,America/Los_Angeles,Engineering Management Interview Prep Fast Track Program,Self-Paced Engineering Management FastTrack,19-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Arshia
EdgeUp Step Up,300000163908,America/Chicago,EdgeUp 2026 Data Engineering StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,19-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Incomplete OB ,Upfront Payment,Sudhanshu
New ML,300000164174,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,19-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anjali
Agentic SkillUp,497029701,America/Chicago,Applied Agentic AI Program for PM/TPM,Applied Agentic AI - Early-June 2026,20-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Anwesh
EdgeUp,216296730226,America/Vancouver,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-June 2026,20-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Sharon
Step Up,300000164047,America/Detroit,Technical Program Manager Interview Prep Fast Track Program,Self-Paced TPM FastTrack,20-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,Upfront Payment,Samarth
Agentic SkillUp,9280398,America/Indiana/Indianapolis,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Mid-June 2026,20-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,KLARNA,Onboarded,Upfront Payment,Archi
Advanced ML,109306051,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,21-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Callback Requested,Upfront Payment,Arshia
New ML,500514351,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,20-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
Advanced ML,9261416,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,20-May-2026,ENROLLED,has_time_to_pay,has_time_to_pay,STRIPE_CARD,VM - 4 Attempts,,Pragya
Agentic SkillUp,201201480311,America/New_York,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Mid-June 2026,21-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,Manish
EdgeUp,300000166258,America/Los_Angeles,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,20-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
Agentic SkillUp,460469101,America/Los_Angeles,Applied Agentic AI Program for SWEs,"Applied Agentic AI for SWEs - Mid-June 2026",20-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Manish
EdgeUp,300000169645,America/Chicago,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-June 2026,20-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Archi
EdgeUp,300000170436,America/New_York,EdgeUp Security Engineering LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - Mid-June 2026,20-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Manish
Agentic SkillUp,29987451,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Early-June 2026,21-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded Via Calendly,Upfront Payment,Suraj
New ML,187867719834,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,20-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sanjana
EdgeUp Step Up,300000169859,America/Chicago,EdgeUp 2026 AWS Cloud Solutions Architect StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,21-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Suraj
Step Up,300000170812,America/Los_Angeles,Test Engineering Interview Prep Fast Track Program,Self-Paced Test Engineering FastTrack,21-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Sanjana
EdgeUp,9546574,America/Los_Angeles,EdgeUp 2026 Embedded Systems LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,22-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,VM - 4 Attempts,Upfront Payment,Suraj
EdgeUp,9637718,America/New_York,EdgeUp Technical Program Manager LevelUp Program (with Agentic AI),Applied Agentic AI - Early-June 2026,22-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Archi
Fast Track ML,535620201,America/Chicago,Fast Track Machine Learning Program,Fast Track Machine Learning Program,22-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
Level Up,149384954988,America/Los_Angeles,Backend Engineering Interview Prep Program,Backend Interview Prep - 2nd End-May 2026,22-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Kamal
Advanced ML,176477783554,America/Chicago,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - 2nd End-March 2026,20-May-2026,ENROLLED,refunded,Invalid,,Yet to Connect,,SSA-1
Level Up,27247026,America/New_York,Early Engineering Interview Prep Program,Early Engineering - Early-July 2026,22-May-2026,ENROLLED,has_time_to_pay,has_time_to_pay,STRIPE_CARD,Onboarded,Non-Upfront Payment,Ajil
New ML,429665501,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-July 2026,22-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Sanjana
EdgeUp Step Up,528130051,America/Los_Angeles,EdgeUp 2026 Test Engineering StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,22-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anwesh
Fast Track ML,582820051,America/New_York,Fast Track Machine Learning Program,Fast Track Machine Learning Program,22-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
New ML,9641142,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-July 2026,22-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Arshia
EdgeUp,153662169662,America/Los_Angeles,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-June 2026,22-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Anwesh
EdgeUp,210874653854,America/New_York,EdgeUp 2026 Test Engineering LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,22-May-2026,ENROLLED,Flexipay_has_time_to_pay,Refunded,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Manish
Agentic SkillUp,212254876806,America/Denver,Applied Agentic AI Program,,22-May-2026,DEPOSIT_PAID,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Anwesh
Agentic SkillUp,14193201,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Mid-June 2026,23-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Invalid,STRIPE_MANUAL_PAYMENT,Yet to Connect,,SSA-1
New ML,178327802022,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,23-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Disha
EdgeUp Step Up,14240184,America/Los_Angeles,EdgeUp 2026 Data Engineering StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,24-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Sharon
Advanced ML,127910856745,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,23-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,VM - 4 Attempts,Flexipay,Samarth
Advanced ML,9547414,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - 2nd Mid-August 2026,24-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anjali
Agentic SkillUp,459348601,America/Chicago,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Mid-June 2026,24-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,STRIPE_CARD,VM - 4 Attempts,Upfront Payment,Anwesh
EdgeUp,300000167620,America/Los_Angeles,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Fullstack Interview Prep - 2nd End-May 2026,24-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Anwesh
EdgeUp,300000170762,America/New_York,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Mid-June 2026",24-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM/VM Not Setup,Upfront Payment,Safoora
New ML,468332051,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,25-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Samarth
New ML,104906351413,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - Early-August 2027,25-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,Upfront Payment,Anjali
EdgeUp Step Up,192286171151,America/New_York,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,25-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
EdgeUp,300000163540,America/Los_Angeles,EdgeUp 2026 Data Engineering LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,25-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Nishtha
EdgeUp,300000170900,America/Chicago,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-June 2026,25-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Zeeshan
EdgeUp Step Up,300000173293,America/Chicago,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Self-Paced Backend FastTrack,25-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
EdgeUp,9269904,America/Los_Angeles,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-June 2026,25-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,VM - 4 Attempts,Upfront Payment,Nishtha
Agentic SkillUp,9555409,America/Detroit,AI Engineering,Applied Agentic AI for SWEs - Mid-June 2026,25-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,KLARNA,Onboarded,Upfront Payment,Anwesh
EdgeUp Step Up,59521885509,America/New_York,EdgeUp Backend StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Mid-June 2026,25-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Zeeshan
EdgeUp,209939141638,America/Chicago,EdgeUp 2026 Test Engineering LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,25-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,Upfront Payment,Anwesh
New ML,300000167046,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,25-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anjali
Agentic SkillUp,9285863,America/Los_Angeles,AI Engineering,Applied Agentic AI for SWEs - Mid-June 2026,26-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Nishtha
EdgeUp Step Up,9597592,America/Los_Angeles,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,26-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,,Suraj
EdgeUp Step Up,9604750,America/Los_Angeles,EdgeUp 2026 Test Engineering StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,26-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,,STRIPE_MANUAL_PAYMENT,Yet to Connect,,SSA-1
Level Up,64578751,America/Los_Angeles,Backend Engineering Interview Prep Program,Backend Interview Prep - 2nd End-May 2026,26-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Kamal
EdgeUp,79174901,America/Chicago,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-June 2026,25-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,VM - 4 Attempts,Upfront Payment,Manish
EdgeUp Step Up,529803601,America/Phoenix,EdgeUp 2026 Android StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-July 2026,26-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Manish
EdgeUp,300000166402,America/Los_Angeles,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Engineering Management Interview Prep - Early-June 2026,26-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Sharon
EdgeUp,300000169994,America/Chicago,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),,25-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Invalid,CLIMBCREDIT,Incomplete OB ,Upfront Payment,Zeeshan
New ML,300000173665,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-July 2026,26-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,Upfront Payment,Samarth
EdgeUp,9304671,America/Chicago,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,26-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
EdgeUp,79987796136,America/Chicago,EdgeUp 2026 AWS Cloud Solutions Architect LevelUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Early-July 2026",26-May-2026,DEPOSIT_PAID,has_dropped_out,Dropped Out,STRIPE_MANUAL_PAYMENT,Onboarded,Non-Upfront Payment,Safoora
Level Up,121217164921,America/Los_Angeles,Data Science Interview Prep Program,Data Science Interview Prep - End-May 2026,26-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Kamal
EdgeUp Step Up,300000167483,America/New_York,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for EM's - Early-July 2026",26-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
EdgeUp,300000170867,America/Chicago,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Mid-June 2026",26-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,PROPELLD,Onboarded,Upfront Payment,Safoora
EdgeUp,300000172987,America/New_York,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,26-May-2026,ENROLLED,has_time_to_pay,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,Archi
